user_id,job_id,interaction_type,timestamp
3,222,CLICK_FROM_SEARCH,1756947769.365594
3,243,SKIP_FROM_SEARCH,1756488105.555545
3,525,SKIP_FROM_SEARCH,1755180267.714368
3,106,CLICK_FROM_SEARCH,1758502594.109653
3,242,SAVE,1755748267.840527
3,999,SAVE,1755397612.644883
3,85,CLICK_FROM_SEARCH,1755077236.882678
3,480,CLICK_FROM_RECOMMENDED,1756733813.84817
3,102,CLICK_FROM_RECOMMENDED,1757196628.401054
3,694,CLICK_FROM_SIMILAR,1755028825.815692
3,296,SKIP_FROM_SIMILAR,1756391382.486002
3,220,CLICK_FROM_RECOMMENDED,1755495574.771513
3,105,CLICK_FROM_SIMILAR,1757010534.349607
3,125,SKIP_FROM_SIMILAR,1755368787.238254
3,520,SKIP_FROM_RECOMMENDED,1757278977.78323
3,369,SKIP_FROM_SIMILAR,1755946844.344345
3,22,SKIP_FROM_RECOMMENDED,1760362417.01145
3,836,SKIP_FROM_SEARCH,1755283912.569364
3,73,CLICK_FROM_SEARCH,1755807214.081325
3,23,CLICK_FROM_SIMILAR,1755230452.31975
3,72,CLICK_FROM_SEARCH,1760023862.761699
3,670,SKIP_FROM_SIMILAR,1759075469.356359
3,175,CLICK_FROM_RECOMMENDED,1755576257.037038
3,740,CLICK_FROM_SEARCH,1757093423.394339
3,285,SKIP_FROM_RECOMMENDED,1758300105.666849
3,422,CLICK_FROM_SEARCH,1756571205.938813
3,15,CLICK_FROM_RECOMMENDED,1756462627.803055
3,607,CLICK_FROM_RECOMMENDED,1755534557.605969
3,65,CLICK_FROM_RECOMMENDED,1755186288.246721
3,103,SAVE,1759419148.179416
3,552,CLICK_FROM_SEARCH,1759480678.116987
3,42,SKIP_FROM_SEARCH,1756945498.953113
3,95,CLICK_FROM_SEARCH,1755801215.044711
3,578,SAVE,1755831388.074776
3,847,SKIP_FROM_SIMILAR,1757512749.425028
3,675,SKIP_FROM_SEARCH,1759417153.876302
3,225,CLICK_FROM_RECOMMENDED,1759236430.344545
3,115,SAVE,1757938673.530752
3,282,CLICK_FROM_SIMILAR,1756993400.617934
3,852,CLICK_FROM_SEARCH,1755167170.145363
3,159,SAVE,1755339024.582983
3,63,CLICK_FROM_RECOMMENDED,1759444628.721983
3,597,CLICK_FROM_SEARCH,1756809076.862539
3,204,SAVE,1755014270.422946
3,920,SAVE,1755204310.606029
3,86,CLICK_FROM_SEARCH,1757113640.31053
3,751,SKIP_FROM_SEARCH,1755006173.335267
3,6,SAVE,1755337122.576145
3,38,CLICK_FROM_RECOMMENDED,1756543145.242532
4,160,SKIP_FROM_SEARCH,1757048086.879981
4,69,CLICK_FROM_SEARCH,1755489987.180757
4,16,SKIP_FROM_SEARCH,1757417399.848329
4,83,CLICK_FROM_SEARCH,1755522790.026309
4,66,CLICK_FROM_RECOMMENDED,1755761534.901647
4,905,SKIP_FROM_SEARCH,1757664171.719148
4,55,APPLY,1757035124.933715
4,452,SKIP_FROM_SEARCH,1758674271.253299
4,316,CLICK_FROM_SEARCH,1757079913.670912
4,35,CLICK_FROM_SIMILAR,1756629354.768772
4,50,SKIP_FROM_RECOMMENDED,1755187514.766166
4,95,SAVE,1755887469.93992
4,220,SAVE,1755595371.966148
4,185,SKIP_FROM_SEARCH,1755540045.83463
4,47,SKIP_FROM_SEARCH,1762018638.124291
4,75,SAVE,1755967117.932956
4,425,SKIP_FROM_RECOMMENDED,1759323759.969377
4,115,CLICK_FROM_SEARCH,1756935126.684582
4,111,SKIP_FROM_SEARCH,1758075264.929936
4,284,SKIP_FROM_RECOMMENDED,1756354066.909322
4,341,APPLY,1756668451.713445
4,140,SKIP_FROM_SEARCH,1756314911.073126
4,8,CLICK_FROM_SIMILAR,1755418574.395222
5,352,SKIP_FROM_SEARCH,1757012175.961798
5,165,SKIP_FROM_SEARCH,1755375259.501757
5,15,SAVE,1760480494.279539
5,46,CLICK_FROM_RECOMMENDED,1760979089.9717
5,570,CLICK_FROM_SEARCH,1759785371.856968
5,231,SAVE,1755894995.340031
5,8,CLICK_FROM_SEARCH,1755026590.942323
5,161,SKIP_FROM_SEARCH,1760119766.242293
5,483,SKIP_FROM_SEARCH,1756082884.651831
5,106,APPLY,1761607545.520581
6,279,SKIP_FROM_RECOMMENDED,1758723709.003633
6,14,CLICK_FROM_SEARCH,1755674329.318763
6,111,CLICK_FROM_SEARCH,1755941660.158236
6,257,SAVE,1758699097.254653
6,80,SAVE,1755737256.916137
6,44,CLICK_FROM_RECOMMENDED,1755357345.632315
6,155,CLICK_FROM_SEARCH,1756578213.354801
6,48,CLICK_FROM_RECOMMENDED,1760344823.149485
6,110,CLICK_FROM_SIMILAR,1757311273.604277
6,100,SAVE,1756637263.024267
6,153,SAVE,1755195040.257883
6,54,CLICK_FROM_SEARCH,1756851916.353202
6,752,CLICK_FROM_RECOMMENDED,1762772308.642236
6,642,CLICK_FROM_SIMILAR,1755289698.262669
6,79,SAVE,1756416391.554
6,828,SKIP_FROM_SEARCH,1759076003.834315
6,31,CLICK_FROM_SEARCH,1757620775.221036
6,49,CLICK_FROM_SEARCH,1757317589.325022
6,638,APPLY,1757352995.651536
6,147,CLICK_FROM_RECOMMENDED,1755862345.755696
6,170,SAVE,1755671969.334051
6,485,CLICK_FROM_SEARCH,1758218244.684349
6,220,CLICK_FROM_RECOMMENDED,1758225930.661261
6,90,CLICK_FROM_RECOMMENDED,1758919203.534319
6,41,SAVE,1759748642.072046
6,237,SAVE,1756388393.894834
6,53,CLICK_FROM_RECOMMENDED,1756349691.072196
6,184,SAVE,1758108555.310644
6,717,CLICK_FROM_RECOMMENDED,1757036962.523818
6,205,CLICK_FROM_RECOMMENDED,1757349619.102942
6,577,CLICK_FROM_SEARCH,1758084584.901547
6,231,CLICK_FROM_RECOMMENDED,1759287345.480254
6,227,CLICK_FROM_SEARCH,1755798174.441712
6,96,SAVE,1755911809.759522
6,791,SAVE,1755188173.742416
6,73,SAVE,1756674785.509965
6,236,SAVE,1755067467.020822
6,17,CLICK_FROM_SEARCH,1756214432.549502
6,190,SKIP_FROM_SEARCH,1756517089.316812
6,264,SAVE,1755652662.645887
6,36,CLICK_FROM_RECOMMENDED,1756733530.28084
6,137,CLICK_FROM_RECOMMENDED,1755056524.162961
6,148,SAVE,1755070304.084842
6,663,SAVE,1758358167.704618
6,134,CLICK_FROM_SEARCH,1755864469.929296
6,369,CLICK_FROM_SEARCH,1755260476.938518
6,116,CLICK_FROM_SEARCH,1756432251.21785
6,69,CLICK_FROM_SEARCH,1757853304.238463
6,30,CLICK_FROM_SEARCH,1755468930.040904
6,396,SKIP_FROM_RECOMMENDED,1756892135.580904
6,282,SAVE,1755169734.882592
6,238,CLICK_FROM_RECOMMENDED,1755099467.188686
6,230,APPLY,1756469683.622812
6,895,SKIP_FROM_SEARCH,1756508566.542835
6,91,CLICK_FROM_SEARCH,1756968569.441546
6,87,CLICK_FROM_SEARCH,1757513711.976546
6,265,SKIP_FROM_SEARCH,1762234903.467149
6,880,SKIP_FROM_SEARCH,1756408218.57802
6,216,CLICK_FROM_RECOMMENDED,1755754506.966458
6,457,CLICK_FROM_SEARCH,1758078819.978836
6,183,SKIP_FROM_SEARCH,1755610323.891044
6,149,SKIP_FROM_SIMILAR,1756119908.432631
6,191,CLICK_FROM_RECOMMENDED,1755155143.489963
6,333,APPLY,1755046225.915185
6,192,CLICK_FROM_SEARCH,1761386975.21307
6,112,CLICK_FROM_SEARCH,1758510608.938508
6,50,SAVE,1757310918.114798
6,267,CLICK_FROM_SEARCH,1756018579.791076
6,229,CLICK_FROM_SIMILAR,1755366264.548496
6,163,CLICK_FROM_SIMILAR,1755327023.363854
6,143,CLICK_FROM_RECOMMENDED,1755556192.285098
6,34,SKIP_FROM_SEARCH,1756545269.662557
6,273,CLICK_FROM_RECOMMENDED,1757433791.657674
6,20,CLICK_FROM_SEARCH,1757094643.482047
6,197,CLICK_FROM_RECOMMENDED,1755634742.078376
6,39,CLICK_FROM_SIMILAR,1761019021.843429
6,94,SKIP_FROM_SEARCH,1757599358.477313
6,76,SKIP_FROM_SEARCH,1756567508.699111
6,160,CLICK_FROM_SIMILAR,1756835391.879877
6,165,CLICK_FROM_SEARCH,1756053918.25283
6,188,SKIP_FROM_SIMILAR,1755549690.194417
6,224,SAVE,1755851696.10964
6,276,SKIP_FROM_SEARCH,1757753254.154275
6,578,SKIP_FROM_RECOMMENDED,1755024492.909213
6,9,CLICK_FROM_SEARCH,1755236160.124751
6,89,CLICK_FROM_SEARCH,1755087860.111032
6,162,CLICK_FROM_SIMILAR,1755077142.984763
6,74,APPLY,1758756399.339585
6,109,SAVE,1757360680.391382
6,258,SAVE,1756245881.893775
6,178,SAVE,1755196456.891699
6,166,CLICK_FROM_SEARCH,1756311459.567746
6,85,CLICK_FROM_SEARCH,1756243288.087827
6,280,CLICK_FROM_SEARCH,1755366047.16392
6,922,SKIP_FROM_SEARCH,1756102248.553488
6,27,SKIP_FROM_SEARCH,1755984515.020986
6,60,CLICK_FROM_RECOMMENDED,1756856177.051819
6,210,CLICK_FROM_SEARCH,1756956083.3003
6,61,CLICK_FROM_SEARCH,1755086437.000132
7,283,SAVE,1758770291.993337
7,591,SKIP_FROM_SEARCH,1757086059.597687
7,149,APPLY,1755342054.633248
7,47,SAVE,1755138575.312446
7,77,SKIP_FROM_SEARCH,1756995506.878344
7,96,CLICK_FROM_RECOMMENDED,1755048542.133629
7,215,CLICK_FROM_SEARCH,1756709647.958821
7,598,CLICK_FROM_RECOMMENDED,1760473053.261637
7,107,CLICK_FROM_RECOMMENDED,1756661893.730567
7,67,SAVE,1755951397.202047
7,17,APPLY,1757000236.651215
7,12,SAVE,1756187895.069919
7,97,CLICK_FROM_SIMILAR,1756529763.773324
7,41,SAVE,1760513627.828641
7,27,CLICK_FROM_SEARCH,1755944839.769533
7,87,SAVE,1761312543.235133
7,7,SAVE,1759579436.757613
7,42,SAVE,1755419898.987632
7,109,CLICK_FROM_SIMILAR,1755136051.454273
7,82,SKIP_FROM_SEARCH,1755202810.70854
7,231,SAVE,1755032058.598339
7,141,SAVE,1755189163.199023
7,122,SAVE,1757229721.408654
7,37,CLICK_FROM_RECOMMENDED,1755139872.331148
7,57,APPLY,1755743110.230409
7,165,SAVE,1758619003.278313
7,237,SKIP_FROM_SEARCH,1755042084.030547
7,102,CLICK_FROM_SEARCH,1758271035.96039
7,117,SAVE,1755639934.9159
7,238,SAVE,1755240766.889312
7,62,CLICK_FROM_SIMILAR,1757315802.770371
7,2,SAVE,1756923588.65535
7,218,CLICK_FROM_SIMILAR,1759077572.998949
7,22,SAVE,1757578511.373482
7,565,CLICK_FROM_RECOMMENDED,1758159188.503216
7,223,CLICK_FROM_SIMILAR,1755640421.684688
7,455,SAVE,1755376036.583867
7,144,CLICK_FROM_SEARCH,1757696051.090199
7,517,CLICK_FROM_SEARCH,1758192651.308589
7,65,CLICK_FROM_SEARCH,1762772308.656364
7,514,SAVE,1756030670.920837
7,352,SAVE,1755900742.821218
7,353,CLICK_FROM_SEARCH,1757908332.210864
7,448,CLICK_FROM_SEARCH,1755806438.912653
7,31,CLICK_FROM_SEARCH,1760187056.781396
7,36,CLICK_FROM_SEARCH,1758796515.977895
7,176,APPLY,1756085639.96112
7,53,CLICK_FROM_SEARCH,1757698050.145231
7,233,SAVE,1757726915.18281
7,139,CLICK_FROM_RECOMMENDED,1755207888.792924
7,184,SKIP_FROM_SEARCH,1759522807.059971
7,910,CLICK_FROM_SEARCH,1756364316.016451
7,284,CLICK_FROM_RECOMMENDED,1758400899.148189
7,824,CLICK_FROM_SIMILAR,1755746178.324828
7,279,CLICK_FROM_RECOMMENDED,1759387397.416641
7,274,SAVE,1755954678.211057
7,162,CLICK_FROM_RECOMMENDED,1755017492.048424
7,138,SAVE,1759580080.441659
7,64,SAVE,1755182399.24327
7,10,APPLY,1755744075.319665
7,531,CLICK_FROM_SEARCH,1760822422.969282
7,116,APPLY,1760843762.562326
7,711,CLICK_FROM_RECOMMENDED,1756652591.390175
7,175,APPLY,1756938811.932643
7,167,SKIP_FROM_SEARCH,1756153017.162447
7,194,SAVE,1755670920.938247
7,482,CLICK_FROM_RECOMMENDED,1755770966.09073
7,201,SAVE,1757166441.695745
7,195,CLICK_FROM_RECOMMENDED,1757709817.482765
7,305,CLICK_FROM_SEARCH,1758044880.545498
7,880,SAVE,1758026676.182278
7,80,CLICK_FROM_RECOMMENDED,1755182226.880438
7,205,CLICK_FROM_RECOMMENDED,1756322213.072103
7,182,APPLY,1755111552.2937
7,68,SAVE,1756546573.454076
7,111,CLICK_FROM_SIMILAR,1756128796.110939
7,159,SAVE,1759247095.339609
7,56,SAVE,1755836489.16461
7,133,CLICK_FROM_SEARCH,1755238348.276726
7,151,CLICK_FROM_SIMILAR,1755296282.736794
7,186,CLICK_FROM_SEARCH,1757782897.639886
7,520,CLICK_FROM_SEARCH,1756868197.297794
7,229,CLICK_FROM_SEARCH,1755203555.992969
7,267,CLICK_FROM_SIMILAR,1755167099.790488
7,23,SKIP_FROM_RECOMMENDED,1757343121.925258
7,224,SAVE,1755143170.254402
7,153,CLICK_FROM_SEARCH,1758350069.956168
7,266,APPLY,1757377708.176449
7,290,SKIP_FROM_SEARCH,1755161254.627492
7,510,SKIP_FROM_RECOMMENDED,1755168651.775324
7,84,CLICK_FROM_SEARCH,1762772308.656364
7,112,SAVE,1755907728.916846
7,134,CLICK_FROM_RECOMMENDED,1755896488.082728
7,646,CLICK_FROM_SEARCH,1758253627.240346
7,11,SAVE,1760715876.518165
7,351,SAVE,1762772308.656364
7,118,CLICK_FROM_SIMILAR,1757717712.75971
7,45,SKIP_FROM_SIMILAR,1755913917.479624
7,897,SKIP_FROM_SEARCH,1755165813.780113
7,578,APPLY,1757914724.155008
7,758,SKIP_FROM_SEARCH,1756585257.288664
7,81,CLICK_FROM_SIMILAR,1756069461.051957
7,34,CLICK_FROM_SEARCH,1759600162.697493
7,936,CLICK_FROM_SEARCH,1755225467.780661
7,990,CLICK_FROM_SEARCH,1756315322.588985
7,505,SAVE,1755018506.394221
7,579,CLICK_FROM_SEARCH,1756225605.550833
7,202,SAVE,1755108964.294356
7,207,APPLY,1755242207.152454
7,341,APPLY,1755239359.651386
7,406,CLICK_FROM_SEARCH,1757032781.599539
7,51,CLICK_FROM_SIMILAR,1757660750.619372
7,98,APPLY,1756698385.199246
7,40,SAVE,1761362364.742859
7,156,CLICK_FROM_SEARCH,1755909593.203841
7,69,SKIP_FROM_SEARCH,1755650404.69839
7,719,CLICK_FROM_SEARCH,1758941661.590567
7,285,SAVE,1755488300.196035
7,174,SKIP_FROM_SIMILAR,1761417088.142918
7,278,SAVE,1755020081.724198
7,226,CLICK_FROM_SEARCH,1761805220.994442
7,545,SKIP_FROM_RECOMMENDED,1755082075.989678
7,256,SKIP_FROM_SEARCH,1759307558.725851
7,146,CLICK_FROM_SEARCH,1756454587.135043
7,597,APPLY,1762772308.656364
7,208,SKIP_FROM_SEARCH,1755145338.371219
7,704,SKIP_FROM_SEARCH,1756565329.842662
7,52,CLICK_FROM_RECOMMENDED,1761768378.886486
7,28,CLICK_FROM_SIMILAR,1756435731.662468
7,953,APPLY,1756925978.052865
7,312,CLICK_FROM_RECOMMENDED,1757309476.663263
7,680,CLICK_FROM_RECOMMENDED,1756174621.0134
7,70,SKIP_FROM_SEARCH,1756916347.248692
7,89,SAVE,1756702802.131714
7,275,CLICK_FROM_SEARCH,1759495177.160238
7,737,SKIP_FROM_SEARCH,1755086726.937993
7,101,SAVE,1755637522.915511
7,378,CLICK_FROM_SIMILAR,1760836076.891758
7,491,APPLY,1759291918.466878
7,423,SKIP_FROM_SEARCH,1756178601.365614
7,735,SAVE,1756877970.464233
7,99,SAVE,1755627862.58464
7,185,CLICK_FROM_RECOMMENDED,1755401446.346196
7,788,CLICK_FROM_RECOMMENDED,1756207534.572439
7,180,APPLY,1755843802.327659
7,113,CLICK_FROM_RECOMMENDED,1756699726.420841
7,228,CLICK_FROM_SEARCH,1755153621.577302
7,1000,CLICK_FROM_RECOMMENDED,1762120991.134548
7,268,CLICK_FROM_SEARCH,1762772308.656364
7,748,CLICK_FROM_SIMILAR,1757324956.042802
7,244,CLICK_FROM_RECOMMENDED,1756489453.132861
7,670,CLICK_FROM_SEARCH,1755716326.018586
7,270,CLICK_FROM_RECOMMENDED,1758263992.189961
7,73,CLICK_FROM_RECOMMENDED,1757240325.366977
7,26,CLICK_FROM_RECOMMENDED,1755341317.439935
7,811,SAVE,1759697485.97921
7,196,SAVE,1758357473.986462
7,155,CLICK_FROM_RECOMMENDED,1760812248.349029
7,494,SAVE,1757511074.840521
7,38,SAVE,1756843894.07045
7,601,SAVE,1756049378.329181
7,210,SKIP_FROM_SEARCH,1760243200.351212
7,288,SAVE,1758904511.443175
7,198,CLICK_FROM_RECOMMENDED,1755086263.249106
7,424,CLICK_FROM_SEARCH,1755048253.924352
7,841,CLICK_FROM_SEARCH,1755914552.704882
7,222,SAVE,1758230439.829868
7,641,CLICK_FROM_RECOMMENDED,1762772308.656364
7,43,CLICK_FROM_SEARCH,1755313199.143677
7,171,SAVE,1756749260.365503
7,303,CLICK_FROM_SEARCH,1755928405.528694
7,713,SAVE,1761807518.086071
7,8,SAVE,1758584763.931615
7,532,SKIP_FROM_SEARCH,1758538646.106701
7,163,CLICK_FROM_SEARCH,1756225724.52666
7,192,CLICK_FROM_RECOMMENDED,1756037971.772584
7,3,SAVE,1755617200.662704
8,17,CLICK_FROM_RECOMMENDED,1758885137.108169
8,45,SAVE,1758254680.993905
8,59,SAVE,1762772308.692003
8,39,SAVE,1762772308.692003
8,82,CLICK_FROM_SEARCH,1756572215.388098
8,57,CLICK_FROM_RECOMMENDED,1757844819.019364
8,117,SAVE,1760626466.443511
8,49,SAVE,1758679745.488598
8,67,CLICK_FROM_RECOMMENDED,1755548701.044269
8,84,CLICK_FROM_SEARCH,1756160428.044468
8,14,SKIP_FROM_SIMILAR,1755265156.785348
8,77,CLICK_FROM_RECOMMENDED,1760984263.732846
9,884,SKIP_FROM_SEARCH,1756867740.020171
9,82,SKIP_FROM_RECOMMENDED,1755858318.073736
9,22,APPLY,1755230636.747029
9,240,CLICK_FROM_RECOMMENDED,1757160838.550191
9,42,CLICK_FROM_SEARCH,1756424391.359648
9,243,SKIP_FROM_SEARCH,1757873053.660417
9,102,CLICK_FROM_RECOMMENDED,1756423807.063693
9,529,SAVE,1758712789.791414
9,216,CLICK_FROM_RECOMMENDED,1756556862.702408
9,55,CLICK_FROM_RECOMMENDED,1756596443.440455
10,253,SKIP_FROM_RECOMMENDED,1756000671.074426
10,614,SKIP_FROM_SEARCH,1755276026.881312
10,95,APPLY,1755053083.257697
10,23,CLICK_FROM_SEARCH,1757731628.384009
10,178,SAVE,1756878876.287999
10,107,SAVE,1757363450.132152
10,63,SAVE,1755461860.719384
10,271,SKIP_FROM_SIMILAR,1755281323.495621
10,201,CLICK_FROM_RECOMMENDED,1755024791.165893
10,239,CLICK_FROM_SIMILAR,1755835508.732418
10,232,CLICK_FROM_SEARCH,1756729185.194326
10,160,APPLY,1755964385.446572
10,150,CLICK_FROM_RECOMMENDED,1756114729.926171
10,608,SKIP_FROM_SEARCH,1759555108.296709
10,15,SAVE,1755828540.178475
10,790,APPLY,1756398953.350606
10,529,CLICK_FROM_SEARCH,1757972323.35416
10,33,SKIP_FROM_SIMILAR,1755978184.471279
10,825,SKIP_FROM_SEARCH,1756887996.580119
10,44,SAVE,1758851534.107355
10,75,SKIP_FROM_SEARCH,1760801462.863521
10,158,SKIP_FROM_RECOMMENDED,1755305563.869421
10,43,SAVE,1760073381.107387
10,35,SAVE,1756313374.102288
10,941,CLICK_FROM_SEARCH,1755577050.419292
10,80,SKIP_FROM_RECOMMENDED,1756191065.760602
10,721,SAVE,1762604450.31773
10,259,CLICK_FROM_RECOMMENDED,1756315295.768978
10,83,CLICK_FROM_SEARCH,1755771218.262436
10,668,APPLY,1756947086.012607
10,46,SAVE,1755530186.437272
10,295,SKIP_FROM_SEARCH,1755149681.168907
10,837,SAVE,1755264532.523154
10,169,CLICK_FROM_SEARCH,1755262672.512419
10,699,APPLY,1755316601.944659
10,106,SAVE,1755286859.064468
10,86,SAVE,1756987128.091324
10,32,SAVE,1755386559.614108
10,267,SKIP_FROM_RECOMMENDED,1755820835.525938
10,172,CLICK_FROM_SEARCH,1759411082.395283
10,255,CLICK_FROM_SEARCH,1756245097.635394
10,827,APPLY,1757137214.674653
10,412,SKIP_FROM_SIMILAR,1755363974.533301
10,140,SKIP_FROM_RECOMMENDED,1755411451.803087
11,102,SKIP_FROM_RECOMMENDED,1755246221.98157
11,727,CLICK_FROM_SEARCH,1756196980.146041
11,212,CLICK_FROM_SEARCH,1755445551.951674
11,75,SKIP_FROM_SEARCH,1755876903.991092
