user_id,job_id,event_type,occurred_at
32,85,SAVE,1708185535
26,44,CLICK_FROM_SEARCH,1708116185
36,19,CLICK_FROM_RECOMMENDED,1708993268
19,28,SAVE,1709037988
19,77,CLICK_FROM_SEARCH,1708489623
30,2,CLICK_FROM_SEARCH,1708991945
37,77,SAVE,1708518515
28,50,CLICK_FROM_SEARCH,1708343858
30,69,CLICK_FROM_RECOMMENDED,1709138289
24,48,APPLY,1708963056
9,27,SAVE,1708391349
45,86,CLICK_FROM_RECOMMENDED,1708219170
45,29,CLICK_FROM_RECOMMENDED,1708611837
17,31,CLICK_FROM_SEARCH,1708141401
22,10,CLICK_FROM_SEARCH,1708543353
29,19,CLICK_FROM_SEARCH,1709194298
15,62,SAVE,1709131574
26,30,CLICK_FROM_RECOMMENDED,1708923384
26,49,APPLY,1708466708
26,80,CLICK_FROM_RECOMMENDED,1708056026
49,92,SAVE,1708190860
1,32,CLICK_FROM_RECOMMENDED,1708215475
25,23,CLICK_FROM_RECOMMENDED,1708990053
39,27,SAVE,1708330016
10,22,CLICK_FROM_RECOMMENDED,1708678330
9,3,CLICK_FROM_SEARCH,1708911193
25,32,SAVE,1708468976
25,28,SAVE,1708737280
43,32,APPLY,1709194405
44,25,CLICK_FROM_SEARCH,1709009029
26,95,SAVE,1708910330
38,46,SAVE,1708438982
18,95,CLICK_FROM_RECOMMENDED,1709032230
25,46,CLICK_FROM_RECOMMENDED,1708977173
15,67,APPLY,1708616444
25,75,SAVE,1708412365
37,91,CLICK_FROM_RECOMMENDED,1708847328
16,66,APPLY,1709081266
32,18,CLICK_FROM_RECOMMENDED,1708431429
11,53,SAVE,1708684590
49,11,SAVE,1709068018
48,58,SAVE,1708373716
38,84,CLICK_FROM_RECOMMENDED,1708350230
28,50,CLICK_FROM_RECOMMENDED,1708949949
33,95,SAVE,1708624903
23,6,CLICK_FROM_SEARCH,1709214766
30,76,SAVE,1708975736
2,91,SAVE,1708127715
40,46,CLICK_FROM_RECOMMENDED,1709043355
16,57,CLICK_FROM_SEARCH,1708770835
37,37,APPLY,1708700566
1,98,CLICK_FROM_SEARCH,1708952287
45,42,CLICK_FROM_RECOMMENDED,1709149162
26,32,SAVE,1709205572
46,2,SAVE,1708579090
40,55,SAVE,1708351991
43,7,CLICK_FROM_SEARCH,1709204315
50,21,CLICK_FROM_RECOMMENDED,1708802922
5,36,CLICK_FROM_RECOMMENDED,1708425346
47,9,CLICK_FROM_RECOMMENDED,1709208097
32,4,CLICK_FROM_SEARCH,1708736012
42,85,CLICK_FROM_SEARCH,1708269983
43,20,APPLY,1708930201
7,15,APPLY,1708736550
36,10,APPLY,1708891812
48,23,CLICK_FROM_SEARCH,1708321160
34,15,CLICK_FROM_RECOMMENDED,1708813782
41,73,CLICK_FROM_SEARCH,1709129350
32,40,APPLY,1708587007
27,71,CLICK_FROM_SEARCH,1708925664
8,70,SAVE,1708448636
42,32,CLICK_FROM_RECOMMENDED,1708934713
49,16,CLICK_FROM_SEARCH,1708381675
14,93,CLICK_FROM_RECOMMENDED,1708888989
9,11,CLICK_FROM_SEARCH,1709039999
31,84,CLICK_FROM_SEARCH,1708411081
27,94,CLICK_FROM_SEARCH,1708702477
39,73,CLICK_FROM_SEARCH,1708793288
44,98,CLICK_FROM_SEARCH,1709229643
20,36,CLICK_FROM_RECOMMENDED,1708894772
33,65,CLICK_FROM_SEARCH,1708899611
42,3,CLICK_FROM_RECOMMENDED,1708853823
5,82,SAVE,1708263437
8,44,CLICK_FROM_SEARCH,1708827062
45,59,CLICK_FROM_RECOMMENDED,1708882044
28,6,CLICK_FROM_RECOMMENDED,1708910476
36,51,CLICK_FROM_RECOMMENDED,1708715910
1,19,CLICK_FROM_RECOMMENDED,1708624138
8,36,SAVE,1708157571
11,52,CLICK_FROM_SEARCH,1708501939
26,30,CLICK_FROM_RECOMMENDED,1708834105
5,6,CLICK_FROM_SEARCH,1708087480
46,26,CLICK_FROM_RECOMMENDED,1709236728
33,3,CLICK_FROM_SEARCH,1708376450
23,10,SAVE,1709051146
29,97,CLICK_FROM_SEARCH,1708593584
32,59,SAVE,1708739769
30,91,SAVE,1708548991
4,6,SAVE,1708934866
34,54,CLICK_FROM_SEARCH,1709069180
27,97,CLICK_FROM_SEARCH,1708081630
17,46,SAVE,1708912882
16,6,CLICK_FROM_SEARCH,1708137270
43,97,CLICK_FROM_RECOMMENDED,1709151664
49,40,APPLY,1708103792
24,63,CLICK_FROM_RECOMMENDED,1708725953
9,9,CLICK_FROM_RECOMMENDED,1708338811
30,67,SAVE,1708051609
27,58,CLICK_FROM_RECOMMENDED,1708373142
26,87,SAVE,1708061448
23,50,CLICK_FROM_SEARCH,1708167560
42,23,CLICK_FROM_SEARCH,1708187924
10,3,CLICK_FROM_RECOMMENDED,1708386360
9,69,CLICK_FROM_SEARCH,1708451511
19,61,CLICK_FROM_RECOMMENDED,1708675292
2,7,APPLY,1709030268
17,54,APPLY,1708518144
25,96,CLICK_FROM_RECOMMENDED,1708113187
47,29,SAVE,1708869798
31,8,CLICK_FROM_SEARCH,1708124047
34,59,CLICK_FROM_RECOMMENDED,1709080280
18,35,APPLY,1709231936
